task_id,image,diagnosis,user,date,icl
95,214,Plus,karyn,Wed Jul 29 2015 16:55:50 GMT-0400 (Eastern Daylight Time),icsfy_100
96,152,Normal,karyn,Wed Jul 29 2015 16:55:52 GMT-0400 (Eastern Daylight Time),icsfy_100
97,155,Normal,karyn,Wed Jul 29 2015 16:55:57 GMT-0400 (Eastern Daylight Time),icsfy_100
98,142,PrePlus,karyn,Wed Jul 29 2015 16:56:04 GMT-0400 (Eastern Daylight Time),icsfy_100
99,121,Normal,karyn,Wed Jul 29 2015 16:56:06 GMT-0400 (Eastern Daylight Time),icsfy_100
0,165,Plus,mike,Sat Aug 08 2015 09:46:10 GMT-0700 (PDT),icsfy_100
1,194,Normal,mike,Sat Aug 08 2015 09:46:14 GMT-0700 (PDT),icsfy_100
10,206,PrePlus,mike,Sat Aug 08 2015 10:00:52 GMT-0700 (PDT),icsfy_100
100,124,Normal,mike,Sat Aug 08 2015 10:22:48 GMT-0700 (PDT),icsfy_100
101,203,PrePlus,mike,Sat Aug 08 2015 10:22:52 GMT-0700 (PDT),icsfy_100
102,158,PrePlus,mike,Sat Aug 08 2015 10:22:55 GMT-0700 (PDT),icsfy_100
103,122,PrePlus,mike,Sat Aug 08 2015 10:22:58 GMT-0700 (PDT),icsfy_100
104,123,PrePlus,mike,Sat Aug 08 2015 10:23:04 GMT-0700 (PDT),icsfy_100
105,166,Normal,mike,Sat Aug 08 2015 10:23:07 GMT-0700 (PDT),icsfy_100
106,178,Normal,mike,Sat Aug 08 2015 10:23:09 GMT-0700 (PDT),icsfy_100
107,161,Normal,mike,Sat Aug 08 2015 10:23:11 GMT-0700 (PDT),icsfy_100
108,150,Normal,mike,Sat Aug 08 2015 10:23:13 GMT-0700 (PDT),icsfy_100
109,123,PrePlus,mike,Sat Aug 08 2015 10:23:16 GMT-0700 (PDT),icsfy_100
11,162,PrePlus,mike,Sat Aug 08 2015 10:00:58 GMT-0700 (PDT),icsfy_100
110,180,Plus,mike,Sat Aug 08 2015 10:23:21 GMT-0700 (PDT),icsfy_100
111,167,PrePlus,mike,Sat Aug 08 2015 10:23:26 GMT-0700 (PDT),icsfy_100
112,144,Normal,mike,Sat Aug 08 2015 10:23:50 GMT-0700 (PDT),icsfy_100
113,154,Normal,mike,Sat Aug 08 2015 10:23:52 GMT-0700 (PDT),icsfy_100
114,184,Normal,mike,Sat Aug 08 2015 10:23:55 GMT-0700 (PDT),icsfy_100
115,168,PrePlus,mike,Sat Aug 08 2015 10:23:59 GMT-0700 (PDT),icsfy_100
116,155,Normal,mike,Sat Aug 08 2015 10:24:01 GMT-0700 (PDT),icsfy_100
117,179,Normal,mike,Sat Aug 08 2015 10:24:03 GMT-0700 (PDT),icsfy_100
118,137,PrePlus,mike,Sat Aug 08 2015 10:24:08 GMT-0700 (PDT),icsfy_100
119,216,Plus,mike,Sat Aug 08 2015 10:24:10 GMT-0700 (PDT),icsfy_100
12,208,Normal,mike,Sat Aug 08 2015 10:01:01 GMT-0700 (PDT),icsfy_100
13,209,Normal,mike,Sat Aug 08 2015 10:01:04 GMT-0700 (PDT),icsfy_100
14,187,Plus,mike,Sat Aug 08 2015 10:01:07 GMT-0700 (PDT),icsfy_100
15,163,PrePlus,mike,Sat Aug 08 2015 10:09:07 GMT-0700 (PDT),icsfy_100
16,182,Plus,mike,Sat Aug 08 2015 10:09:10 GMT-0700 (PDT),icsfy_100
17,134,PrePlus,mike,Sat Aug 08 2015 10:09:14 GMT-0700 (PDT),icsfy_100
18,132,PrePlus,mike,Sat Aug 08 2015 10:09:19 GMT-0700 (PDT),icsfy_100
19,195,Normal,mike,Sat Aug 08 2015 10:09:26 GMT-0700 (PDT),icsfy_100
2,219,Normal,mike,Sat Aug 08 2015 09:46:18 GMT-0700 (PDT),icsfy_100
20,180,Plus,mike,Sat Aug 08 2015 10:09:36 GMT-0700 (PDT),icsfy_100
21,218,PrePlus,mike,Sat Aug 08 2015 10:10:05 GMT-0700 (PDT),icsfy_100
22,194,Normal,mike,Sat Aug 08 2015 10:10:07 GMT-0700 (PDT),icsfy_100
23,156,Normal,mike,Sat Aug 08 2015 10:10:10 GMT-0700 (PDT),icsfy_100
24,136,Normal,mike,Sat Aug 08 2015 10:10:12 GMT-0700 (PDT),icsfy_100
25,149,Plus,mike,Sat Aug 08 2015 10:10:34 GMT-0700 (PDT),icsfy_100
26,188,Normal,mike,Sat Aug 08 2015 10:10:38 GMT-0700 (PDT),icsfy_100
27,220,PrePlus,mike,Sat Aug 08 2015 10:10:42 GMT-0700 (PDT),icsfy_100
28,151,Normal,mike,Sat Aug 08 2015 10:10:49 GMT-0700 (PDT),icsfy_100
29,211,Plus,mike,Sat Aug 08 2015 10:11:19 GMT-0700 (PDT),icsfy_100
3,143,Plus,mike,Sat Aug 08 2015 09:47:50 GMT-0700 (PDT),icsfy_100
30,172,Plus,mike,Sat Aug 08 2015 10:11:24 GMT-0700 (PDT),icsfy_100
31,186,Plus,mike,Sat Aug 08 2015 10:11:27 GMT-0700 (PDT),icsfy_100
32,142,Plus,mike,Sat Aug 08 2015 10:11:32 GMT-0700 (PDT),icsfy_100
33,215,Normal,mike,Sat Aug 08 2015 10:11:35 GMT-0700 (PDT),icsfy_100
34,132,PrePlus,mike,Sat Aug 08 2015 10:11:37 GMT-0700 (PDT),icsfy_100
35,169,Normal,mike,Sat Aug 08 2015 10:11:40 GMT-0700 (PDT),icsfy_100
36,147,Normal,mike,Sat Aug 08 2015 10:11:43 GMT-0700 (PDT),icsfy_100
37,176,Normal,mike,Sat Aug 08 2015 10:11:46 GMT-0700 (PDT),icsfy_100
38,173,PrePlus,mike,Sat Aug 08 2015 10:11:49 GMT-0700 (PDT),icsfy_100
39,133,Normal,mike,Sat Aug 08 2015 10:11:52 GMT-0700 (PDT),icsfy_100
4,175,Normal,mike,Sat Aug 08 2015 10:00:30 GMT-0700 (PDT),icsfy_100
40,201,Normal,mike,Sat Aug 08 2015 10:11:55 GMT-0700 (PDT),icsfy_100
41,217,Normal,mike,Sat Aug 08 2015 10:11:57 GMT-0700 (PDT),icsfy_100
42,138,Normal,mike,Sat Aug 08 2015 10:19:05 GMT-0700 (PDT),icsfy_100
43,173,PrePlus,mike,Sat Aug 08 2015 10:19:08 GMT-0700 (PDT),icsfy_100
44,170,Normal,mike,Sat Aug 08 2015 10:19:11 GMT-0700 (PDT),icsfy_100
45,129,Normal,mike,Sat Aug 08 2015 10:19:14 GMT-0700 (PDT),icsfy_100
46,157,PrePlus,mike,Sat Aug 08 2015 10:19:19 GMT-0700 (PDT),icsfy_100
47,174,Normal,mike,Sat Aug 08 2015 10:19:21 GMT-0700 (PDT),icsfy_100
48,214,Plus,mike,Sat Aug 08 2015 10:19:25 GMT-0700 (PDT),icsfy_100
49,164,Normal,mike,Sat Aug 08 2015 10:19:28 GMT-0700 (PDT),icsfy_100
5,177,Normal,mike,Sat Aug 08 2015 10:00:34 GMT-0700 (PDT),icsfy_100
50,183,Normal,mike,Sat Aug 08 2015 10:19:31 GMT-0700 (PDT),icsfy_100
51,152,Normal,mike,Sat Aug 08 2015 10:19:34 GMT-0700 (PDT),icsfy_100
52,183,Normal,mike,Sat Aug 08 2015 10:19:36 GMT-0700 (PDT),icsfy_100
53,126,PrePlus,mike,Sat Aug 08 2015 10:19:40 GMT-0700 (PDT),icsfy_100
54,176,Normal,mike,Sat Aug 08 2015 10:19:41 GMT-0700 (PDT),icsfy_100
55,205,Normal,mike,Sat Aug 08 2015 10:19:44 GMT-0700 (PDT),icsfy_100
56,130,PrePlus,mike,Sat Aug 08 2015 10:19:50 GMT-0700 (PDT),icsfy_100
57,135,Normal,mike,Sat Aug 08 2015 10:19:52 GMT-0700 (PDT),icsfy_100
58,199,Plus,mike,Sat Aug 08 2015 10:19:56 GMT-0700 (PDT),icsfy_100
59,185,Normal,mike,Sat Aug 08 2015 10:19:58 GMT-0700 (PDT),icsfy_100
6,198,Normal,mike,Sat Aug 08 2015 10:00:36 GMT-0700 (PDT),icsfy_100
60,202,Normal,mike,Sat Aug 08 2015 10:20:01 GMT-0700 (PDT),icsfy_100
61,196,Normal,mike,Sat Aug 08 2015 10:20:04 GMT-0700 (PDT),icsfy_100
62,189,Normal,mike,Sat Aug 08 2015 10:20:07 GMT-0700 (PDT),icsfy_100
63,207,PrePlus,mike,Sat Aug 08 2015 10:20:29 GMT-0700 (PDT),icsfy_100
64,159,PrePlus,mike,Sat Aug 08 2015 10:20:33 GMT-0700 (PDT),icsfy_100
65,153,Plus,mike,Sat Aug 08 2015 10:20:37 GMT-0700 (PDT),icsfy_100
66,197,Normal,mike,Sat Aug 08 2015 10:20:40 GMT-0700 (PDT),icsfy_100
67,192,Normal,mike,Sat Aug 08 2015 10:20:43 GMT-0700 (PDT),icsfy_100
68,139,Normal,mike,Sat Aug 08 2015 10:20:45 GMT-0700 (PDT),icsfy_100
69,193,PrePlus,mike,Sat Aug 08 2015 10:20:50 GMT-0700 (PDT),icsfy_100
7,213,Normal,mike,Sat Aug 08 2015 10:00:39 GMT-0700 (PDT),icsfy_100
70,212,PrePlus,mike,Sat Aug 08 2015 10:20:59 GMT-0700 (PDT),icsfy_100
71,171,Normal,mike,Sat Aug 08 2015 10:21:02 GMT-0700 (PDT),icsfy_100
72,178,Normal,mike,Sat Aug 08 2015 10:21:05 GMT-0700 (PDT),icsfy_100
73,127,Plus,mike,Sat Aug 08 2015 10:21:08 GMT-0700 (PDT),icsfy_100
74,191,Plus,mike,Sat Aug 08 2015 10:21:11 GMT-0700 (PDT),icsfy_100
75,200,Plus,mike,Sat Aug 08 2015 10:21:14 GMT-0700 (PDT),icsfy_100
76,125,PrePlus,mike,Sat Aug 08 2015 10:21:19 GMT-0700 (PDT),icsfy_100
77,185,Normal,mike,Sat Aug 08 2015 10:21:21 GMT-0700 (PDT),icsfy_100
78,190,Normal,mike,Sat Aug 08 2015 10:21:23 GMT-0700 (PDT),icsfy_100
79,210,Plus,mike,Sat Aug 08 2015 10:21:34 GMT-0700 (PDT),icsfy_100
8,139,Normal,mike,Sat Aug 08 2015 10:00:42 GMT-0700 (PDT),icsfy_100
80,129,Normal,mike,Sat Aug 08 2015 10:21:37 GMT-0700 (PDT),icsfy_100
81,160,Normal,mike,Sat Aug 08 2015 10:21:40 GMT-0700 (PDT),icsfy_100
82,141,Plus,mike,Sat Aug 08 2015 10:21:47 GMT-0700 (PDT),icsfy_100
83,140,PrePlus,mike,Sat Aug 08 2015 10:21:58 GMT-0700 (PDT),icsfy_100
84,146,Normal,mike,Sat Aug 08 2015 10:22:01 GMT-0700 (PDT),icsfy_100
85,128,Normal,mike,Sat Aug 08 2015 10:22:03 GMT-0700 (PDT),icsfy_100
86,170,Normal,mike,Sat Aug 08 2015 10:22:05 GMT-0700 (PDT),icsfy_100
87,181,Plus,mike,Sat Aug 08 2015 10:22:08 GMT-0700 (PDT),icsfy_100
88,159,PrePlus,mike,Sat Aug 08 2015 10:22:11 GMT-0700 (PDT),icsfy_100
89,161,Normal,mike,Sat Aug 08 2015 10:22:14 GMT-0700 (PDT),icsfy_100
9,174,Normal,mike,Sat Aug 08 2015 10:00:45 GMT-0700 (PDT),icsfy_100
90,131,Normal,mike,Sat Aug 08 2015 10:22:17 GMT-0700 (PDT),icsfy_100
91,204,Normal,mike,Sat Aug 08 2015 10:22:19 GMT-0700 (PDT),icsfy_100
92,145,Plus,mike,Sat Aug 08 2015 10:22:27 GMT-0700 (PDT),icsfy_100
93,196,Normal,mike,Sat Aug 08 2015 10:22:29 GMT-0700 (PDT),icsfy_100
94,148,PrePlus,mike,Sat Aug 08 2015 10:22:33 GMT-0700 (PDT),icsfy_100
95,214,Plus,mike,Sat Aug 08 2015 10:22:35 GMT-0700 (PDT),icsfy_100
96,152,Normal,mike,Sat Aug 08 2015 10:22:37 GMT-0700 (PDT),icsfy_100
97,155,Normal,mike,Sat Aug 08 2015 10:22:40 GMT-0700 (PDT),icsfy_100
98,142,Plus,mike,Sat Aug 08 2015 10:22:43 GMT-0700 (PDT),icsfy_100
99,121,Normal,mike,Sat Aug 08 2015 10:22:46 GMT-0700 (PDT),icsfy_100
0,165,PrePlus,paul,Mon Aug 10 2015 08:29:14 GMT-0300 (ADT),icsfy_100
1,194,Normal,paul,Mon Aug 10 2015 08:29:23 GMT-0300 (ADT),icsfy_100
10,206,PrePlus,paul,Mon Aug 10 2015 08:32:08 GMT-0300 (ADT),icsfy_100
100,124,Normal,paul,Mon Aug 10 2015 08:57:27 GMT-0300 (ADT),icsfy_100
101,203,PrePlus,paul,Mon Aug 10 2015 08:57:34 GMT-0300 (ADT),icsfy_100
102,158,PrePlus,paul,Mon Aug 10 2015 08:57:41 GMT-0300 (ADT),icsfy_100
103,122,PrePlus,paul,Mon Aug 10 2015 08:57:43 GMT-0300 (ADT),icsfy_100
104,123,PrePlus,paul,Mon Aug 10 2015 08:57:49 GMT-0300 (ADT),icsfy_100
105,166,Normal,paul,Mon Aug 10 2015 08:57:56 GMT-0300 (ADT),icsfy_100
106,178,Normal,paul,Mon Aug 10 2015 08:57:57 GMT-0300 (ADT),icsfy_100
107,161,Normal,paul,Mon Aug 10 2015 08:57:59 GMT-0300 (ADT),icsfy_100
108,150,Normal,paul,Mon Aug 10 2015 08:58:06 GMT-0300 (ADT),icsfy_100
109,123,PrePlus,paul,Mon Aug 10 2015 08:58:09 GMT-0300 (ADT),icsfy_100
11,162,PrePlus,paul,Mon Aug 10 2015 08:32:17 GMT-0300 (ADT),icsfy_100
110,180,Plus,paul,Mon Aug 10 2015 08:58:11 GMT-0300 (ADT),icsfy_100
111,167,PrePlus,paul,Mon Aug 10 2015 08:58:19 GMT-0300 (ADT),icsfy_100
112,144,Normal,paul,Mon Aug 10 2015 08:58:26 GMT-0300 (ADT),icsfy_100
113,154,Normal,paul,Mon Aug 10 2015 08:58:33 GMT-0300 (ADT),icsfy_100
114,184,Normal,paul,Mon Aug 10 2015 08:58:39 GMT-0300 (ADT),icsfy_100
115,168,PrePlus,paul,Mon Aug 10 2015 08:58:47 GMT-0300 (ADT),icsfy_100
116,155,Normal,paul,Mon Aug 10 2015 08:58:49 GMT-0300 (ADT),icsfy_100
117,179,Normal,paul,Mon Aug 10 2015 08:58:56 GMT-0300 (ADT),icsfy_100
118,137,PrePlus,paul,Mon Aug 10 2015 08:59:04 GMT-0300 (ADT),icsfy_100
119,216,Plus,paul,Mon Aug 10 2015 08:59:10 GMT-0300 (ADT),icsfy_100
12,208,Normal,paul,Mon Aug 10 2015 08:32:25 GMT-0300 (ADT),icsfy_100
13,209,Normal,paul,Mon Aug 10 2015 08:32:31 GMT-0300 (ADT),icsfy_100
14,187,Plus,paul,Mon Aug 10 2015 08:32:38 GMT-0300 (ADT),icsfy_100
15,163,PrePlus,paul,Mon Aug 10 2015 08:32:48 GMT-0300 (ADT),icsfy_100
